"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
visit_ex_dehyd_y,visit,,radio,Dehydrated?,"1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_cyan_y,visit,,radio,Cyanosed?,"1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_ln_y,visit,,radio,"Lymph nodes?","1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_poed_y,visit,,radio,"Pedal oedema?","1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_axhair_y,visit,,radio,"Scanty axillary hair?","1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_digclub_y,visit,,radio,"Digital clubbing?","1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_leuconych_y,visit,,radio,Leuconychia?,"1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_palmhyperpig_y,visit,,radio,"Hyperpigmented palms?","1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_dupuy_y,visit,,radio,"Dupuytrens contracture?","1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_bratroph_y,visit,,radio,"Breast atrophy?","1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_spider_y,visit,,radio,"Spider naevi?","1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_hyperpig_y,visit,,radio,Hyperpigmentation?,"1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_fpubic_y,visit,,radio,"Female pubic hair pattern?","1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_testat_y,visit,,radio,"Testicular atrophy?","1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_asterix_y,visit,,radio,Asterixsis?,"1, Yes | 0, No | 2, Not done",,,,,,,,RH,,,,
visit_ex_liver_enc_y,visit,"Symptoms of Decompensated Liver Disease",radio,Encephalopathy,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_ex_liver_enc_grade,visit,,text,"If yes, grade:",,,,,,,"[visit_ex_liver_enc_y] = '1'",,RH,,,,
visit_ex_liver_asc_y,visit,,radio,Ascites,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_ex_liver_asc_grade,visit,,radio,"If yes:","1, Mild | 2, Moderate | 3, Severe",,,,,,"[visit_ex_liver_asc_y] = '1'",,RH,,,,
visit_ex_liver_var_y,visit,,radio,Varices,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_ex_liver_varbld_y,visit,,radio,"If yes, variceal bleeding?","1, Yes | 0, No | 2, Unknown",,,,,,"[visit_ex_liver_var_y] = '1'",,RH,,,,
visit_ex_liver_heppulm_y,visit,,radio,"Hepatopulmonary syndrome?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_ex_liver_hydrthor_y,visit,,radio,"Hepatic hydrothorax","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_ex_liver_hepren_y,visit,,radio,"Hepatorenal syndrome?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_ex_liver_tips_y,visit,,radio,"TIPS placement?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_ex_liver_pvthrom_y,visit,,radio,"Portal vein thrombosis?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_ex_liver_sbp_y,visit,,radio,SBP?,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_ex_liver_ruptn_y,visit,,radio,"Ruptured nodule?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_inv_fibro,visit,"Other investigations",text,"Fibroscan score:",,"number (kPA)",number,,,,,,RH,,,,
visit_inv_image_text,visit,,notes,"Other imaging results:",,,,,,,,,RH,,,,
visit_lab_text,visit,"Laboratory Testing",descriptive,"Please indicate below whether the following labs were taken during this visit",,,,,,,,,,,,,
visit_lab_hbvcombo_y,visit,,radio,"HBV combo","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_hbeag_y,visit,,radio,"HBeAg (HBsAg positives)","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_antihbe_y,visit,,radio,"Anti-HBe (HBsAg positives)","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_hbvdna_y,visit,,radio,"HBV DNA (HBsAg positives)","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_antihdv_y,visit,,radio,"HDV antibody (HBsAg positives)","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_antihcv_y,visit,,radio,"Anti-HCV ","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_cd4cnt_y,visit,,radio,"CD4 + cell count (HIV positives)
","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_hivrna_y,visit,,radio,"HIV RNA (HIV positives)","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_inrpt_y,visit,,radio,INR/PT,"1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_cr_y,visit,,radio,"Creatinine ","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_cbc_y,visit,,radio,"Complete blood count (Hgb, platelets)","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_liverlabs_y,visit,,radio,"ALT, AST, Albumin, Bilirubin, Total Protein","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_afp_y,visit,,radio,AFP,"1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_genomicspec_y,visit,,radio,"Specimens for Genomic analyses","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_lab_results_text,laboratory_testing_results,"Laboratory Testing Results",descriptive,"Please indicate below whether the following labs were taken during this visit",,,,,,,,,,,,,
visit_lab_hbsag_res,laboratory_testing_results,"HBV combo",radio,HBsAg,"1, Positive | 0, Negative",,,,,,,,,,,,
visit_lab_anti_hbs_res,laboratory_testing_results,,radio,Anti-HBs,"1, Positive | 0, Negative",,,,,,,,,,,,
visit_lab_antihbc_res,laboratory_testing_results,,radio,Anti-HBc,"1, Positive | 0, Negative",,,,,,,,,,,,
visit_lab_hbeag_res,laboratory_testing_results,HBeAg,radio,HBeAg,"1, Positive | 0, Negative",,,,,,,,,,,,
visit_lab_antihbe_res,laboratory_testing_results,Anti-HBe,radio,Anti-HBe,"1, Positive | 0, Negative",,,,,,,,,,,,
visit_lab_hbvdna_res,laboratory_testing_results,"HBV DNA",text,"HBV DNA",,"0 - 1000000000 IU/ml",number,0,1000000000,,,,,,,,
visit_lab_antihdv_res,laboratory_testing_results,"HDV Antibody",radio,Anti-HDV,"1, Positive | 0, Negative",,,,,,,,,,,,
visit_lab_antihcv_res,laboratory_testing_results,Anti-HCV,radio,Anti-HCV,"1, Positive | 0, Negative",,,,,,,,,,,,
visit_lab_hcvrna_res,laboratory_testing_results,,text,"HCV RNA",,"0 - 1000000000 IU/ml",number,0,1000000000,,,,,,,,
visit_lab_cd4cnt_res,laboratory_testing_results,"CD4 + Cell Count",text,"CD4 + Cell Count",,0-3000,number,0,3000,,,,,,,,
visit_lab_hivrna_res,laboratory_testing_results,"HIV RNA",text,"HIV RNA",,0-150000000,number,0,150000000,,,,,,,,
visit_lab_inr_res,laboratory_testing_results,"INR / PT",text,INR,,0-10,number,0,10,,,,,,,,
visit_lab_pt_res,laboratory_testing_results,,text,PT,,0-30,number,0,30,,,,,,,,
visit_lab_creatinine_res,laboratory_testing_results,Creatinine,text,Creatinine,,"0-500 micromol/l",number,0.1,7,,,,,,,,
visit_lab_hemoglobin_res,laboratory_testing_results,"Complete Blood Count",text,Hemoglobin,,0.1-25.0,number,0.1,25,,,,,,,,
visit_lab_platelets_res,laboratory_testing_results,,text,Platelets,,1-1000000,number,0,1000000,,,,,,,,
visit_lab_alt_res,laboratory_testing_results,"AST, ALT, Albumin, Bilirubin, Total Protein",text,ALT,,"0-1000 IU/l",number,0,1000,,,,,,,,
visit_lab_ast_res,laboratory_testing_results,,text,AST,,"0-1000 IU/l",number,0,1000,,,,,,,,
visit_lab_albumin_res,laboratory_testing_results,,text,Albumin,,"1.0-10.5 g/l",number,1,10.5,,,,,,,,
visit_lab_tot_bil_res,laboratory_testing_results,,text,"Total Bilrubin",,"0-10 mg/dl",number,0,10,,,,,,,,
visit_lab_tot_pro_res,laboratory_testing_results,,text,"Total Protein",,"0-25.0 g/dl",number,0,25,,,,,,,,
visit_lab_afp_res,laboratory_testing_results,AFP,text,AFP,,"0-1000 ng/ml",number,0,1000,,,,,,,,
visit_hiv_intro,visit_hiv,,descriptive,"Please fill this form during every visit (First baseline visit and then during every follow up visit) for Aim 3 patients only.",,,,,,,,,,,,,
visit_hiv_livbiop_text,visit_hiv,,notes,"Liver biopsy results",,,,,,,,,RH,,,,
visit_hiv_us,visit_hiv,,checkbox,"Liver Ultrasound Findings","0, Liver lesion | 1, Cirrhosis | 2, Steatosis | 3, Ascites | 4, Splenomegaly | 5, HCC | 6, PVT - Portal Vein Thrombosis | 99, Other please specify",,,,,,,,,,,,
visit_hiv_us_oth,visit_hiv,,text,"Ultrasound Other",,,,,,,"[visit_hiv_us(99)] = '1'",,,,,,
visit_hiv_ct_cirr_y,visit_hiv,"CT FIndings",radio,Cirrhosis?,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hiv_ct_stea_y,visit_hiv,,radio,Steatosis?,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hiv_ct_asc_y,visit_hiv,,radio,Ascites?,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hiv_ct_spl_y,visit_hiv,,radio,Splenomegaly?,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hiv_ct_var_y,visit_hiv,,radio,Varicies?,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hiv_ct_liversize,visit_hiv,,text,"Liver size",,"in cm",number,3,30,,,,RH,,,,
visit_hiv_ct_livertexture,visit_hiv,,radio,"Liver texture / density","1, Course | 2, Echogenic | 3, Normal",,,,,,,,RH,,,,
visit_hiv_ct_livercontour,visit_hiv,,radio,"Liver contour","0, Regular | 2, Irregular",,,,,,,,RH,,,,
visit_hiv_massdiam,visit_hiv,,text,"Liver mass diameter (largest lesion)",,"in cm",number,0,,,,,RH,,,,
visit_hiv_massnum,visit_hiv,,text,"Number of lesions",,,integer,0,,,,,RH,,,,
visit_hiv_massburden50,visit_hiv,,radio,"Total tumor burden","0, Less than 50% | 1, More than 50%",,,,,,,,RH,,,,
visit_hiv_artwashout_y,visit_hiv,,radio,"Arterial enhancement with washout?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hiv_pvinvasion_y,visit_hiv,,radio,"Portal vein invasion?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hiv_pvthrombosis_y,visit_hiv,,radio,"Portal Vein thrombosis?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hiv_ct_oth,visit_hiv,,text,"CT Findings Other",,,,,,,,,,,,,
visit_hcc_intro,visit_hcc,,descriptive,"Please fill this form every visit <u>for HCC patients only</u>",,,,,,,,,,,,,
visit_hcc_tx_resect_y,visit_hcc,"HCC Treatment",radio,"Tumor resection?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hcc_tx_embol_y,visit_hcc,,radio,"Transcatheter aterial embolization?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hcc_tx_brachy_y,visit_hcc,,radio,Brachytherapy?,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hcc_tx_chemo_y,visit_hcc,,radio,Chemotherapy?,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hcc_tx_sorafenib_y,visit_hcc,,radio,Sorafenib?,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hcc_tx_alcabl_y,visit_hcc,,radio,"Alcohol ablation?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hcc_tx_radabl_y,visit_hcc,,radio,"Radiofrequency ablation?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hcc_tx_pall_y,visit_hcc,,radio,"Palliative care?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hcc_tx_other,visit_hcc,,text,"Other treatment?",,,,,,,,,RH,,,,
visit_hcc_child_pugh,visit_hcc,"HCC Scores",text,"Child-Pugh Score

<a target=""_blank"" href=""http://www.hepatitis.va.gov/provider/tools/child-pugh-calculator.asp"">http://www.hepatitis.va.gov/provider/tools/child-pugh-calculator.asp</a>",,"Enter as integer",integer,0,,,,,LV,,,,
visit_hcc_meld,visit_hcc,,text,"MELD Score

<a target=""_blank"" href=""http://www.mayoclinic.org/meld/mayomodel6.html"">http://www.mayoclinic.org/meld/mayomodel6.html</a>",,"Enter as integer 0-20",integer,0,20,,,,LV,,,,
outcome_text,outcome,,descriptive,"This form is filled only for patients under the following aims, at the <u>end of the study</u>.
Aim 2
Aim 3",,,,,,,,,,,,,
final_completed_d,outcome,,text,"Please enter the date this form was completed",,,date_ymd,,,,,,,,,,
final_withdraw_y,outcome,,radio,"Did the patient withdraw their consent from the study?","1, Yes | 0, No",,,,,,,,RH,,,,
final_withdraw_d,outcome,,text,"If they have withdrawn their consent, what date did they withdraw their consent",,,date_ymd,,,,"[final_withdraw_y] = '1'",,,,,,
final_death_y,outcome,,radio,"Has the patient died?","1, Yes | 0, No | 2, Unknown",,,,,,"[final_withdraw_y] = '0'",,RH,,,,
final_fu_d,outcome,,text,"Date of the last time the patient was known alive",,"For example contact by phone or clinic visit date",date_ymd,2018-01-01,,,"[final_death_y] = '0' or [final_death_y] = '2'",,RH,,,,
final_death_d,outcome,,text,"Date of death",,,date_ymd,2018-01-01,,,"[final_death_y] = '1'",,RH,,,,
final_death_causes,outcome,,radio,"Causes of Death","1, Liver related: Hepatic failure (regardless of etiology) | 2, Liver related: Hepatocellular carcinoma in patients with end-stage liver disease | 3, Liver related: Variceal or other bleeding in the presence of end-stage liver disease | 4, Liver related: Assumed medication-related hepatotoxicity resulting in hepatic failure without evidence of other etiologies of hepatic failure | 5, Liver related: Acute hepatic failure after acute bacterial or opportunistic infection in patients with previously known end-stage liver disease | 6, HCC related:Death due to tumor progression | 7, HCC related:Death due to complications of cirrhosis (liver failure, variceal bleeding, hepatorenal syndrome) | 8, HCC related:Death due to treatment complications | 9, HCC related:Death due to infectious complications | 10, Other",,,,,,"[final_death_y] = '1'",,LV,,,,
