"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
tumor_tiss_fzr_loc,tumor_tissue,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH) | 6, APIN MOL BIO",,,,,,,,,,,,
tumor_tiss_fzr_num,tumor_tissue,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,,,,,,,
tumor_tiss_box,tumor_tissue,,text,"Location - Box",,,,,,,,,,,,,
tumor_tiss_row,tumor_tissue,,text,"Location - Row",,,,,,,,,,,,,
tumor_tiss_column,tumor_tissue,,text,"Location - Column",,,,,,,,,,,,,
tumor_tiss_shipped_y,tumor_tissue,"If this sample is shipped please enter the fields in the section below and Please update the  fields -'Location - Freezer', 'Freezer Number',' Location - Box', 'Location - Row' and 'Location - Column' - if there is a change in location of the aliquot after shipping.",yesno,"Have you shipped any amount of sample from this aliquot?",,,,,,,,,RH,,,,
tumor_tiss_shipped_thaw,tumor_tissue,,text,"Number of times the sample has been thawed(and refrozen)",,"For ex: 0, 1, 2, 3",,,,,,,,,,,
tumor_tiss_shipped_num,tumor_tissue,,checkbox,"How many times has this sample from this aliquot has been shipped?","1, Once | 2, Twice | 3, Thrice",,,,,,"[tumor_tiss_shipped_y] = '1'",,,,,,
tumor_tiss_ship_1,tumor_tissue,,text,"Amount Shipped(in mg)",,,,,,,"[tumor_tiss_shipped_y] = '1' and [tumor_tiss_shipped_num(1)] = '1'",,,,,,
tumor_tiss_rem_ship_1,tumor_tissue,,text,"Remaining amount after shipping(in mg)",,,,,,,"[tumor_tiss_shipped_y]= '1' and [tumor_tiss_shipped_num(1)] = '1'",,,,,,
tumor_tiss_ship_2,tumor_tissue,,text,"Amount Shipped(in mg)",,,,,,,"[tumor_tiss_shipped_y] = '1' and [tumor_tiss_shipped_num(2)] = '1'",,,,,,
tumor_tiss_rem_ship_2,tumor_tissue,,text,"Remaining amount after shipping(in mg)",,,,,,,"[tumor_tiss_shipped_y] = '1' and [tumor_tiss_shipped_num(2)] = '1'",,,,,,
tumor_tiss_ship_3,tumor_tissue,,text,"Amount Shipped(in mg)",,,,,,,"[tumor_tiss_shipped_y] = '1' and [tumor_tiss_shipped_num(3)] = '1'",,,,,,
tumor_tiss_rem_ship_3,tumor_tissue,,text,"Remaining amount after shipping(in mg)",,,,,,,"[tumor_tiss_shipped_y] = '1' and [tumor_tiss_shipped_num(3)] = '1'",,,,,,
tumor_tiss_misc_comments,tumor_tissue,,notes,"Miscellaneous comments
<i>(For example: Any information related to temperature change/fluctuations during sample storage (to assess sample stability) should be noted.)</i>",,,,,,,,,,,,,
tumor_tiss_date,tumor_tissue,"Date (has to be updated every time you enter data into this form or every time this form is updated)",text,"Date when the aliquot form was updated 
<li>If this aliquot is not shipped, the date on which the data is entered into this form should be the date.
<li> If this aliquot is shipped, this date should match or should be close to the shipping date of the aliquot.",,,date_ymd,,,,,,,,,,
normal_tiss_aliq,normal_tissue,,text,"Normal tissue Aliquot ID",,,,,,,,,,,,,
normal_tiss_size,normal_tissue,,text,"Net Weight",,"(in mg)",,,,,,,,,,,
normal_tiss_dna_y,normal_tissue,,yesno,"Is DNA extracted from this aliquot?",,,,,,,,,,,,,
normal_tiss_fzr_loc,normal_tissue,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH) | 6, APIN MOL BIO",,,,,,,,,,,,
normal_tiss_fzr_num,normal_tissue,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,,,,,,,
normal_tiss_box,normal_tissue,,text,"Location - Box",,,,,,,,,,,,,
normal_tiss_row,normal_tissue,,text,"Location - Row",,,,,,,,,,,,,
normal_tiss_column,normal_tissue,,text,"Location - Column",,,,,,,,,,,,,
normal_tiss_shipped_y,normal_tissue,"If this sample is shipped please enter the fields in the section below and Please update the  fields -'Location - Freezer', 'Freezer Number',' Location - Box', 'Location - Row' and 'Location - Column' - if there is a change in location of the aliquot after shipping.",yesno,"Have you shipped any amount of sample from this aliquot?",,,,,,,,,RH,,,,
normal_tiss_shipped_thaw,normal_tissue,,text,"Number of times the sample has been thawed(and refrozen)",,"For ex: 0, 1, 2, 3",,,,,,,,,,,
normal_tiss_shipped_num,normal_tissue,,checkbox,"How many times has this sample from this aliquot has been shipped?","1, Once | 2, Twice | 3, Thrice",,,,,,"[normal_tiss_shipped_y] = '1'",,,,,,
normal_tiss_ship_1,normal_tissue,,text,"Amount Shipped(in mg)",,,,,,,"[normal_tiss_shipped_y] = '1' and [normal_tiss_shipped_num(1)] = '1'",,,,,,
normal_tiss_rem_ship_1,normal_tissue,,text,"Remaining amount after shipping(in mg)",,,,,,,"[normal_tiss_shipped_y]= '1' and [normal_tiss_shipped_num(1)] = '1'",,,,,,
normal_tiss_ship_2,normal_tissue,,text,"Amount Shipped(in mg)",,,,,,,"[normal_tiss_shipped_y] = '1' and [normal_tiss_shipped_num(2)] = '1'",,,,,,
normal_tiss_rem_ship_2,normal_tissue,,text,"Remaining amount after shipping(in mg)",,,,,,,"[normal_tiss_shipped_y] = '1' and [normal_tiss_shipped_num(2)] = '1'",,,,,,
normal_tiss_ship_3,normal_tissue,,text,"Amount Shipped(in mg)",,,,,,,"[normal_tiss_shipped_y] = '1' and [normal_tiss_shipped_num(3)] = '1'",,,,,,
normal_tiss_rem_ship_3,normal_tissue,,text,"Remaining amount after shipping(in mg)",,,,,,,"[normal_tiss_shipped_y] = '1' and [normal_tiss_shipped_num(3)] = '1'",,,,,,
normal_tiss_misc_comments,normal_tissue,,notes,"Miscellaneous comments
<i>(For example: Any information related to temperature change/fluctuations during sample storage (to assess sample stability) should be noted.)</i>",,,,,,,,,,,,,
normal_tiss_date,normal_tissue,"Date (has to be updated every time you enter data into this form or every time this form is updated)",text,"Date when the aliquot form was updated 
<li>If this aliquot is not shipped, the date on which the data is entered into this form should be the date.
<li> If this aliquot is shipped, this date should match or should be close to the shipping date of the aliquot.",,,date_ymd,,,,,,,,,,
tumor_slide_aliq,tumor_tissue_slide,,text,"Tumor Slide Aliquot ID",,,,,,,,,,,,,
tumor_slide_size,tumor_tissue_slide,,text,Size,,"(in mm)",,,,,,,,,,,
tumor_slide_fzr_loc,tumor_tissue_slide,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH) | 6, APIN MOL BIO",,,,,,,,,,,,
tumor_slide_fzr_num,tumor_tissue_slide,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,,,,,,,
tumor_slide_box,tumor_tissue_slide,,text,"Location - Box",,,,,,,,,,,,,
tumor_slide_row,tumor_tissue_slide,,text,"Location - Row",,,,,,,,,,,,,
tumor_slide_column,tumor_tissue_slide,,text,"Location - Column",,,,,,,,,,,,,
tumor_slide_misc_comments,tumor_tissue_slide,,notes,"Miscellaneous comments
<i>(For example: Any information related to temperature change/fluctuations during sample storage (to assess sample stability) should be noted.)</i>",,,,,,,,,,,,,
normal_slide_aliq,normal_tissue_slide,,text,"Normal Slide Aliquot ID",,,,,,,,,,,,,
normal_slide_size,normal_tissue_slide,,text,"Tumor Size",,"(in mm)",,,,,,,,,,,
normal_slide_fzr_loc,normal_tissue_slide,,dropdown,"Location - Freezer","1, APIN Lab(JUTH) | 2, Blood Bank(New JUTH) | 3, New Genomics/PG Lab.CHS(JUTH) | 4, Molecular Biology Laboratory(LUTH) | 5, Central Research laboratory (APIN laboratory, College of Medicine - LUTH) | 6, APIN MOL BIO",,,,,,,,,,,,
normal_slide_fzr_num,normal_tissue_slide,,dropdown,"Freezer Number","1, JUTH - 1 | 2, JUTH - 2 | 3, JUTH - 11 | 4, LUTH - 1 | 5, LUTH - 2",,,,,,,,,,,,
normal_slide_box,normal_tissue_slide,,text,"Location - Box",,,,,,,,,,,,,
normal_slide_row,normal_tissue_slide,,text,"Location - Row",,,,,,,,,,,,,
normal_slide_column,normal_tissue_slide,,text,"Location - Column",,,,,,,,,,,,,
normal_slide_misc_comments,normal_tissue_slide,,notes,"Miscellaneous comments
<i>(For example: Any information related to temperature change/fluctuations during sample storage (to assess sample stability) should be noted.)</i>",,,,,,,,,,,,,
wb_vol_vis,sample_collection_snapshot,"Total Samples Collected from the Patient",calc,"Volume of Whole Blood",[baseline_arm_1][vol_sample],ml,,,,,,,,,,,
tot_num_tumor_tissue,sample_collection_snapshot,,calc,"Total number of Tumor Tissue",[baseline_arm_1][tumor_tissue_num],"This field is the number of tumor tissue samples collected from the patient",,,,,,,,,,,
tot_num_normal_tissue,sample_collection_snapshot,,calc,"Total number of Normal Tissue",[baseline_arm_1][normal_tissue_num],"This field is the number of normal  tissue samples collected from the patient",,,,,,,,,,,
ship_destination,shipping,"Shipping & Labelling",checkbox,"Shipping Destination","1, NU | 2, Mayo clinic",,,,,,,y,,,,,
shipped_date,shipping,,text,"Shipped Date",,,date_ymd,,,,,y,,,,,
ship_personnel,shipping,,dropdown,"Shipped By","1, Alani Akanmu | 2, Fatima Onawoga | 3, Godwin | 4, Jonathan | 5, Other",,,,,,,,,,,,
ship_personnel_oth,shipping,,text,"If Other, Please enter the name",,,,,,,"[ship_personnel] = '5'",,,,,,
ship_type_sample_nu,shipping,"Shipped to NU",checkbox,"Type of Sample that is shipped","1, Whole Blood | 2, Blood Plasma | 3, Buffy Coat | 4, Blood Serum | 5, DNA | 6, PBMC | 7, Tumor tissue | 8, Normal tissue | 9, Tumor Slide | 10, Normal Slide",,,,,,"[ship_destination(1)] = '1'",,,,,,"11, RNA"
ship_sample_nu_reason,shipping,,text,Reason,,,,,,,"[ship_destination(1)] = '1'",,,,,,
ship_sample_nu_pl_num,shipping,,text,"Number of Blood Plasma samples shipped",,,,,,,"[ship_type_sample_nu(2)] = '1'",,,,,,
ship_sample_nu_bc_num,shipping,,text,"Number of Buffy Coat samples shipped",,,,,,,"[ship_type_sample_nu(3)] = '1'",,,,,,
ship_sample_nu_bs_num,shipping,,text,"Number of Blood Serum samples shipped",,,,,,,"[ship_type_sample_nu(4)] = '1'",,,,,,
ship_sample_nu_dna_num,shipping,,text,"Number of DNA samples shipped",,,,,,,"[ship_type_sample_nu(5)] = '1'",,,,,,
ship_sample_nu_pbmc_num,shipping,,text,"Number of PBMC samples shipped",,,,,,,"[ship_type_sample_nu(6)] = '1'",,,,,,
ship_sample_nu_tum_tis_num,shipping,,text,"Number of Tumor tissue samples shipped",,,,,,,"[ship_type_sample_nu(7)] = '1'",,,,,,
ship_sample_nu_nor_tis_num,shipping,,text,"Number of Normal tissue samples shipped",,,,,,,"[ship_type_sample_nu(8)] = '1'",,,,,,
ship_sample_nu_tum_sld_num,shipping,,text,"Number of Tumor slide samples shipped",,,,,,,"[ship_type_sample_nu(9)] = '1'",,,,,,
ship_sample_nu_nor_sld_num,shipping,,text,"Number of Normal slide samples shipped",,,,,,,"[ship_type_sample_nu(10)] = '1'",,,,,,
wb_sample_id_nu,shipping,"Whole Blood",text,"Whole Blood Sample ID:",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(1)] = '1'",,,,,," @HIDDEN"
wb_sample_volume_nu,shipping,,text,"Whole Blood -Sample Volume",,,,,,,"[ship_type_sample_nu(1)] = '1' and [ship_destination(1)] = '1'",,,,,," @HIDDEN"
wb_sample_id_nu_2,shipping,,text,"Whole Blood Sample ID:",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(1)] = '1'",,,,,," @HIDDEN"
wb_sample_volume_nu_2,shipping,,text,"Whole Blood -Sample Volume",,,,,,,"[ship_type_sample_nu(1)] = '1' and [ship_destination(1)] = '1'",,,,,," @HIDDEN"
pl_sample_id_nu,shipping,"Blood Plasma",text,"Blood Plasma Sample ID:",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(2)] = '1'",,,,,,
pl_sample_volume_nu,shipping,,text,"Blood Plasma -Sample Volume",,ml,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(2)] = '1'",,,,,,
pl_sample_id_nu_2,shipping,,text,"Blood Plasma Sample ID:",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(2)] = '1' and [ship_sample_nu_pl_num] > 1",,,,,,
pl_sample_volume_nu_2,shipping,,text,"Blood Plasma -Sample Volume",,ml,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(2)] = '1' and [ship_sample_nu_pl_num] > 1",,,,,,
bc_sample_id_nu,shipping,"Buffy Coat",text,"Buffy Coat Sample ID:",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(3)] = '1'",,,,,,
bc_sample_volume_nu,shipping,,text,"Buffy Coat -Sample Volume",,ml,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(3)] = '1'",,,,,,
bc_sample_id_nu_2,shipping,,text,"Buffy Coat Sample ID:",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(3)] = '1' and [ship_sample_nu_bc_num] > 1",,,,,,
bc_sample_volume_nu_2,shipping,,text,"Buffy Coat -Sample Volume",,ml,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(3)] = '1' and [ship_sample_nu_bc_num] > 1",,,,,,
bs_sample_id_nu,shipping,"Blood Serum",text,"Blood Serum Sample ID:",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(4)] = '1'",,,,,,
bs_sample_volume_nu,shipping,,text,"Blood Serum -Sample Volume",,ml,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(4)] = '1'",,,,,,
bs_sample_id_nu_2,shipping,,text,"Blood Serum Sample ID:",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(4)] = '1' and [ship_sample_nu_bs_num] > 1",,,,,,
bs_sample_volume_nu_2,shipping,,text,"Blood Serum -Sample Volume",,ml,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(4)] = '1' and [ship_sample_nu_bs_num] > 1",,,,,,
dna_sample_id_nu,shipping,DNA,text,"DNA Sample ID",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(5)] = '1'",,,,,,
dna_sample_volume_nu,shipping,,text,"DNA - Sample Volume",,microliter,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(5)] = '1'",,,,,,
dna_sample_id_nu_2,shipping,,text,"DNA Sample ID",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(5)] = '1' and [ship_sample_nu_dna_num] > 1",,,,,,
dna_sample_volume_nu_2,shipping,,text,"DNA - Sample Volume",,microliter,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(5)] = '1' and [ship_sample_nu_dna_num] > 1",,,,,,
pbmc_sample_id_nu,shipping,PBMC,text,"PBMC Sample ID",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(6)] = '1'",,,,,,
pbmc_sample_volume_nu,shipping,,text,"PBMC - Sample Volume",,ml,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(6)] = '1'",,,,,,
pbmc_sample_id_nu_2,shipping,,text,"PBMC Sample ID",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(6)] = '1' and [ship_sample_nu_pbmc_num] > 1",,,,,,
pbmc_sample_volume_nu_2,shipping,,text,"PBMC - Sample Volume",,ml,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(6)] = '1' and [ship_sample_nu_pbmc_num] > 1",,,,,,
tum_tis_sample_id_nu,shipping,"Tumor Tissue",text,"Tumor Tissue Sample ID",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(7)] = '1'",,,,,,
tum_tis_sample_volume_nu,shipping,,text,"Tumor Tissue - Sample Size",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(7)] = '1'",,,,,,
tum_tis_sample_id_nu_2,shipping,,text,"Tumor Tissue Sample ID",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(7)] = '1' and [ship_sample_nu_tum_tis_num] > 1",,,,,,
tum_tis_sample_volume_nu_2,shipping,,text,"Tumor Tissue - Sample Size",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(7)] = '1' and [ship_sample_nu_tum_tis_num] > 1",,,,,,
nor_tis_sample_id_nu,shipping,"Normal Tissue",text,"Normal Tissue Sample ID",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(8)] = '1'",,,,,,
nor_tis_sample_volume_nu,shipping,,text,"Normal Tissue - Sample Size",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(8)] = '1'",,,,,,
nor_tis_sample_id_nu_2,shipping,,text,"Normal Tissue Sample ID",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(8)] = '1' and [ship_sample_nu_nor_tis_num] > 1",,,,,,
nor_tis_sample_volume_nu_2,shipping,,text,"Normal Tissue - Sample Size",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(8)] = '1' and [ship_sample_nu_nor_tis_num] > 1",,,,,,
tum_sld_sample_id_nu,shipping,"Tumor Slide",text,"Tumor Slide Sample ID",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(9)] = '1'",,,,,,
tum_sld_sample_id_nu_2,shipping,,text,"Tumor Slide Sample ID",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(9)] = '1' and [ship_sample_nu_tum_sld_num] > 1",,,,,,
nor_sld_sample_id_nu,shipping,"Normal Slide",text,"Normal Slide Sample ID",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(10)] = '1'",,,,,,
nor_sld_sample_id_nu_2,shipping,,text,"Normal Slide Sample ID",,,,,,,"[ship_destination(1)] = '1' and [ship_type_sample_nu(10)] = '1' and [ship_sample_nu_nor_sld_num] > 1",,,,,,
rna_sample_id_nu,shipping,RNA,text,"RNA Sample ID",,,,,,,,,,,,," @HIDDEN[ship_destination(1)] = '1' and [ship_type_sample_nu(7)] = '1'"
rna_sample_volume_nu,shipping,,text,"RNA - Sample Volume",,ml,,,,,,,,,,," @HIDDEN[ship_destination(1)] = '1' and [ship_type_sample_nu(7)] = '1'"
rna_sample_id_nu_2,shipping,,text,"RNA Sample ID",,,,,,,,,,,,," @HIDDEN[ship_destination(1)] = '1' and [ship_type_sample_nu(7)] = '1'"
rna_sample_volume_nu_2,shipping,,text,"RNA - Sample Volume",,ml,,,,,,,,,,," @HIDDEN[ship_destination(1)] = '1' and [ship_type_sample_nu(7)] = '1'"
ship_type_sample_mayo,shipping,"Shipped to Mayo Clinic",checkbox,"Type of Sample that is shipped","1, Whole Blood | 2, Blood Plasma | 3, Buffy Coat | 4, Blood Serum | 5, DNA | 6, PBMC | 7, Tumor tissue | 8, Normal tissue | 9, Tumor Slide | 10, Normal Slide",,,,,,"[ship_destination(2)] = '1'",,,,,,"11, RNA"
ship_sample_mayo_reason,shipping,,text,Reason,,,,,,,"[ship_destination(2)] = '1'",,,,,,
ship_sample_mayo_pl_num,shipping,,text,"Number of Blood Plasma samples shipped",,,,,,,"[ship_type_sample_mayo(2)] = '1'",,,,,,
ship_sample_mayo_bc_num,shipping,,text,"Number of Buffy Coat samples shipped",,,,,,,"[ship_type_sample_mayo(3)] = '1'",,,,,,
ship_sample_mayo_bs_num,shipping,,text,"Number of Blood Serum samples shipped",,,,,,,"[ship_type_sample_mayo(4)] = '1'",,,,,,
ship_sample_mayo_dna_num,shipping,,text,"Number of DNA samples shipped",,,,,,,"[ship_type_sample_mayo(5)] = '1'",,,,,,
ship_sample_mayo_pbmc_num,shipping,,text,"Number of PBMC samples shipped",,,,,,,"[ship_type_sample_mayo(6)] = '1'",,,,,,
ship_sam_mayo_tum_tis_num,shipping,,text,"Number of Tumor Tissue samples shipped",,,,,,,"[ship_type_sample_mayo(7)] = '1'",,,,,,
ship_sam_mayo_nor_tis_num,shipping,,text,"Number of Normal Tissue samples shipped",,,,,,,"[ship_type_sample_mayo(8)] = '1'",,,,,,
ship_sam_mayo_tum_sld_num,shipping,,text,"Number of Tumor Slide samples shipped",,,,,,,"[ship_type_sample_mayo(9)] = '1'",,,,,,
ship_sam_mayo_nor_sld_num,shipping,,text,"Number of Normal Slide samples shipped",,,,,,,"[ship_type_sample_mayo(10)] = '1'",,,,,,
wb_sample_id_mayo,shipping,"Whole Blood",text,"Whole Blood Sample ID:",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(1)] = '1'",,,,,," @HIDDEN"
wb_sample_volume_mayo,shipping,,text,"Whole Blood -Sample Volume",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(1)] = '1'",,,,,," @HIDDEN"
wb_sample_id_mayo_2,shipping,,text,"Whole Blood Sample ID:",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(1)] = '1'",,,,,," @HIDDEN"
wb_sample_volume_mayo_2,shipping,,text,"Whole Blood -Sample Volume",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(1)] = '1'",,,,,," @HIDDEN"
pl_sample_id_mayo,shipping,"Blood Plasma",text,"Blood Plasma Sample ID:",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(2)] = '1'",,,,,,
pl_sample_volume_mayo,shipping,,text,"Blood Plasma -Sample Volume",,ml,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(2)] = '1'",,,,,,
pl_sample_id_mayo_2,shipping,,text,"Blood Plasma Sample ID:",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(2)] = '1' and [ship_sample_mayo_pl_num] > 1",,,,,,
pl_sample_volume_mayo_2,shipping,,text,"Blood Plasma -Sample Volume",,ml,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(2)] = '1' and [ship_sample_mayo_pl_num] > 1",,,,,,
bc_sample_id_mayo,shipping,"Buffy Coat",text,"Buffy Coat Sample ID:",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(3)] = '1'",,,,,,
bc_sample_volume_mayo,shipping,,text,"Buffy Coat -Sample Volume",,ml,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(3)] = '1'",,,,,,
bc_sample_id_mayo_2,shipping,,text,"Buffy Coat Sample ID:",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(3)] = '1' and [ship_sample_mayo_bc_num] > 1",,,,,,
bc_sample_volume_mayo_2,shipping,,text,"Buffy Coat -Sample Volume",,ml,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(3)] = '1' and [ship_sample_mayo_bc_num] > 1",,,,,,
bs_sample_id_mayo,shipping,"Blood Serum",text,"Blood Serum Sample ID:",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(4)] = '1'",,,,,,
bs_sample_volume_mayo,shipping,,text,"Blood Serum -Sample Volume",,ml,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(4)] = '1'",,,,,,
bs_sample_id_mayo_2,shipping,,text,"Blood Serum Sample ID:",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(4)] = '1' and [ship_sample_mayo_bs_num] > 1",,,,,,
bs_sample_volume_mayo_2,shipping,,text,"Blood Serum -Sample Volume",,ml,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(4)] = '1' and [ship_sample_mayo_bs_num] > 1",,,,,,
dna_sample_id_mayo,shipping,DNA,text,"DNA Sample ID",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(5)] = '1'",,,,,,
dna_sample_volume_mayo,shipping,,text,"DNA - Sample Volume",,microliter,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(5)] = '1'",,,,,,
dna_sample_id_mayo_2,shipping,,text,"DNA Sample ID",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(5)] = '1' and [ship_sample_mayo_dna_num] > 1",,,,,,
dna_sample_volume_mayo_2,shipping,,text,"DNA - Sample Volume",,microliter,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(5)] = '1' and [ship_sample_mayo_dna_num] > 1",,,,,,
pbmc_sample_id_mayo,shipping,PBMC,text,"PBMC Sample ID",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(6)] = '1'",,,,,,
pbmc_sample_volume_mayo,shipping,,text,"PBMC - Sample Volume",,ml,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(6)] = '1'",,,,,,
pbmc_sample_id_mayo_2,shipping,,text,"PBMC Sample ID",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(6)] = '1' and [ship_sample_mayo_pbmc_num] > 1",,,,,,
pbmc_sample_volume_mayo_2,shipping,,text,"PBMC - Sample Volume",,ml,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(6)] = '1' and [ship_sample_mayo_pbmc_num] > 1",,,,,,
tum_tis_sample_id_mayo,shipping,"Tumor Tissue",text,"Tumor Tissue Sample ID",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(7)] = '1'",,,,,,
tum_tis_sample_volume_mayo,shipping,,text,"Tumor Tissue - Sample Size",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(7)] = '1'",,,,,,
tum_tis_sample_id_ma_2,shipping,,text,"Tumor Tissue Sample ID",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(7)] = '1' and [ship_sam_mayo_tum_tis_num] > 1",,,,,,
tum_tis_sample_volume_ma_2,shipping,,text,"Tumor Tissue - Sample Size",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(7)] = '1' and [ship_sam_mayo_tum_tis_num] > 1",,,,,,
nor_tis_sample_id_mayo,shipping,"Normal Tissue",text,"Normal Tissue Sample ID",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(8)] = '1'",,,,,,
nor_tis_sample_volume_mayo,shipping,,text,"Normal Tissue - Sample Size",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(8)] = '1'",,,,,,
nor_tis_sample_id_ma_2,shipping,,text,"Normal Tissue Sample ID",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(8)] = '1' and [ship_sam_mayo_nor_tis_num] > 1",,,,,,
nor_tis_sample_volume_ma_2,shipping,,text,"Normal Tissue - Sample Size",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(8)] = '1' and [ship_sam_mayo_nor_tis_num] > 1",,,,,,
tum_sld_sample_id_mayo,shipping,"Tumor Slide",text,"Tumor Slide Sample ID",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(9)] = '1'",,,,,,
tum_sld_sample_id_ma_2,shipping,,text,"Tumor Slide Sample ID",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(9)] = '1' and [ship_sam_mayo_tum_sld_num] > 1",,,,,,
